Date,Description,Category,Amount,Type
2025-12-24,Electronic Ceramic Bike,Freelance,232.43984237037012,Income
2026-01-08,Elegant Aluminum Keyboard,Logement,330.44172357298237,Expense
2025-12-22,Intelligent Granite Shirt,Shopping,74.345781260926,Expense
2026-01-04,Ergonomic Silk Shirt,Transport,45.069888041638606,Expense
2026-01-10,Gorgeous Granite Chicken,Logement,56.4752448762865,Expense
2026-01-04,Electronic Granite Ball,Logement,254.13508372820385,Expense
2026-01-05,Tasty Plastic Sausages,Alimentation,12.43238213358383,Expense
2025-12-23,Refined Granite Mouse,Santé,177.0335676865083,Expense
2025-12-31,Refined Bamboo Tuna,Loisirs,59.365296375275015,Expense
2026-01-04,Sleek Cotton Sausages,Freelance,105.63521030613792,Income
2026-01-08,Electronic Bamboo Mouse,Alimentation,186.87355717229823,Expense
2025-12-29,Fantastic Bamboo Sausages,Salaire,125.6797339679598,Income
2025-12-27,Recycled Silk Soap,Loisirs,156.74835827573565,Expense
2025-12-19,Bespoke Wooden Mouse,Santé,180.76343983459702,Expense
2025-12-28,Unbranded Cotton Towels,Transport,85.57433833305336,Expense
2025-12-15,Sleek Cotton Computer,Santé,230.23266484209122,Expense
2025-12-22,Tasty Silk Pizza,Freelance,273.6197194773834,Income
2025-12-18,Ergonomic Ceramic Shirt,Santé,42.8482042658932,Expense
2025-12-15,Ergonomic Aluminum Chair,Transport,181.51331933806307,Expense
2025-12-27,Small Steel Mouse,Salaire,242.91662839745604,Income
2025-12-16,Practical Rubber Cheese,Freelance,301.5311018889066,Income
2026-01-03,Electronic Silk Salad,Logement,143.37508504811882,Expense
2025-12-30,Gorgeous Aluminum Shirt,Shopping,169.45868083562706,Expense
2026-01-03,Fresh Plastic Shirt,Salaire,261.74187172178614,Income
2025-12-18,Soft Plastic Sausages,Transport,413.3608406537598,Expense
2026-01-13,Awesome Wooden Towels,Transport,131.85120263487244,Expense
2025-12-22,Frozen Aluminum Soap,Salaire,376.6283289047634,Income
2026-01-08,Licensed Cotton Chicken,Loisirs,268.91133214615564,Expense
2025-12-31,Soft Marble Ball,Transport,245.94637582689467,Expense
2025-12-22,Fantastic Gold Chips,Santé,427.54485241519023,Expense
2026-01-07,Tasty Metal Bacon,Salaire,194.86530530313092,Income
2026-01-05,Awesome Silk Shirt,Santé,471.3215835075645,Expense
2026-01-13,Licensed Plastic Tuna,Loisirs,158.97835079253295,Expense
2026-01-03,Small Granite Gloves,Freelance,403.4731312415286,Income
2025-12-20,Refined Bronze Hat,Transport,86.6199567171175,Expense
2026-01-01,Fantastic Bamboo Soap,Freelance,309.6244965278051,Income
2026-01-03,Luxurious Silk Chair,Transport,338.57498487989614,Expense
2025-12-31,Incredible Metal Bike,Transport,446.4924953351044,Expense
2025-12-21,Sleek Marble Gloves,Alimentation,265.6210859749124,Expense
2026-01-09,Small Gold Ball,Alimentation,206.72632970676042,Expense
2026-01-08,Licensed Bamboo Fish,Logement,105.27513905911219,Expense
2026-01-10,Practical Plastic Computer,Loisirs,151.8857649937784,Expense
2025-12-26,Awesome Marble Chicken,Salaire,143.65857468789997,Income
2025-12-25,Practical Metal Chips,Transport,332.9197269463224,Expense
2026-01-13,Unbranded Ceramic Bacon,Transport,254.8265469775068,Expense
2026-01-12,Elegant Bamboo Bacon,Salaire,474.1533518531213,Income
2026-01-11,Bespoke Granite Salad,Logement,381.5747617865674,Expense
2026-01-09,Electronic Rubber Pants,Shopping,457.07134831732765,Expense
2026-01-03,Frozen Bamboo Sausages,Logement,134.36444591915324,Expense
2025-12-29,Oriental Bamboo Cheese,Freelance,394.5037878900296,Income
2026-01-06,Licensed Metal Towels,Alimentation,456.7239770841856,Expense
2025-12-29,Recycled Bamboo Bike,Shopping,493.8295128361236,Expense
2026-01-08,Fantastic Steel Cheese,Shopping,420.0742203926123,Expense
2026-01-12,Bespoke Rubber Gloves,Logement,314.0894886874486,Expense
2025-12-17,Frozen Wooden Towels,Shopping,110.78436587934692,Expense
2025-12-22,Handcrafted Wooden Gloves,Transport,115.0266437816573,Expense
2026-01-06,Rustic Concrete Bacon,Alimentation,153.69437085690856,Expense
2026-01-12,Electronic Steel Chips,Loisirs,490.77845666581135,Expense
2025-12-24,Handcrafted Cotton Bike,Transport,241.8616739461252,Expense
2026-01-05,Awesome Bamboo Cheese,Alimentation,40.308323942700696,Expense
2025-12-21,Handcrafted Granite Chair,Shopping,57.785051919950284,Expense
2026-01-05,Gorgeous Steel Salad,Loisirs,94.39316224613458,Expense
2025-12-28,Recycled Bamboo Chicken,Shopping,307.4193433552068,Expense
2026-01-04,Incredible Marble Soap,Transport,176.64683042281712,Expense
2025-12-15,Handcrafted Rubber Chicken,Santé,139.00613310047683,Expense
2025-12-30,Refined Silk Car,Loisirs,253.12385108192754,Expense
2025-12-19,Frozen Marble Sausages,Loisirs,73.25647730927744,Expense
2025-12-19,Intelligent Gold Gloves,Santé,385.0165876988352,Expense
2025-12-28,Incredible Wooden Chips,Santé,62.022207973778016,Expense
2026-01-10,Fresh Gold Sausages,Shopping,380.7448325533691,Expense
2025-12-19,Small Cotton Bike,Loisirs,268.14689048209596,Expense
2025-12-27,Incredible Silk Pizza,Transport,375.17285538122536,Expense
2025-12-17,Fresh Concrete Table,Alimentation,482.67981738968234,Expense
2026-01-01,Soft Aluminum Bike,Alimentation,49.66330570212939,Expense
2026-01-10,Oriental Metal Soap,Freelance,156.8853344014754,Income
2026-01-07,Incredible Cotton Chicken,Shopping,152.5593915620538,Expense
2026-01-12,Gorgeous Rubber Towels,Alimentation,276.2013435976962,Expense
2025-12-18,Soft Rubber Chair,Loisirs,319.24674887025355,Expense
2026-01-05,Gorgeous Gold Towels,Logement,260.4343622998316,Expense
2025-12-23,Electronic Wooden Tuna,Salaire,131.1418139131569,Income
2025-12-20,Fantastic Marble Table,Salaire,158.86424959763147,Income
2026-01-04,Tasty Silk Chair,Loisirs,268.0715506542217,Expense
2025-12-29,Incredible Granite Pizza,Logement,297.5573073283068,Expense
2026-01-05,Soft Ceramic Shoes,Loisirs,29.27708622943944,Expense
2025-12-31,Recycled Silk Tuna,Transport,440.7552359522428,Expense
2026-01-09,Sleek Rubber Gloves,Shopping,378.02552103782466,Expense
2026-01-02,Electronic Metal Sausages,Shopping,362.02185413504463,Expense
2026-01-07,Tasty Aluminum Chair,Freelance,375.2775797555626,Income
2025-12-31,Luxurious Aluminum Towels,Alimentation,187.84490323018437,Expense
2025-12-27,Electronic Granite Keyboard,Salaire,368.10282307225094,Income
2026-01-06,Gorgeous Bronze Sausages,Loisirs,425.82977557855753,Expense
2025-12-21,Handmade Gold Hat,Alimentation,401.4709388967113,Expense
2026-01-12,Luxurious Concrete Cheese,Loisirs,224.2522919300354,Expense
2026-01-05,Fresh Plastic Bike,Santé,399.6722492331003,Expense
2025-12-26,Generic Gold Hat,Logement,69.24189161768913,Expense
2025-12-25,Frozen Steel Soap,Loisirs,263.02498866453897,Expense
2026-01-12,Gorgeous Bamboo Keyboard,Logement,300.19122783869864,Expense
2025-12-23,Sleek Marble Hat,Transport,455.49451444783455,Expense
2026-01-12,Gorgeous Rubber Hat,Loisirs,444.157660087512,Expense
2026-01-10,Small Bamboo Sausages,Freelance,231.57902319805578,Income
2026-01-09,Oriental Rubber Chips,Transport,306.8535360255137,Expense
2025-12-17,Generic Cotton Computer,Transport,103.30090085186477,Expense
2025-12-29,Handmade Metal Chips,Santé,311.32906833890615,Expense
2025-12-15,Handcrafted Cotton Sausages,Shopping,413.4010963859486,Expense
2025-12-19,Handcrafted Steel Towels,Santé,45.89774262401944,Expense
2025-12-15,Small Wooden Tuna,Freelance,410.1325288098966,Income
2026-01-03,Bespoke Gold Tuna,Shopping,274.4305212729326,Expense
2026-01-05,Generic Metal Soap,Shopping,186.19248654974942,Expense
2025-12-31,Gorgeous Wooden Soap,Shopping,461.14454570864956,Expense
2026-01-07,Bespoke Concrete Mouse,Shopping,132.00055932316914,Expense
2025-12-24,Rustic Steel Chair,Transport,113.2271443859194,Expense
2025-12-26,Refined Granite Salad,Alimentation,139.18536634780608,Expense
2025-12-15,Unbranded Rubber Chair,Freelance,402.84680076420386,Income
2026-01-01,Licensed Wooden Tuna,Logement,391.95739921394903,Expense
2025-12-22,Handmade Cotton Chips,Logement,406.4913279477301,Expense
2025-12-26,Fresh Silk Pizza,Freelance,342.96181241712566,Income
2026-01-01,Intelligent Cotton Cheese,Loisirs,425.06368035944183,Expense
2025-12-15,Gorgeous Bamboo Sausages,Salaire,397.3701078981198,Income
2026-01-08,Awesome Metal Bacon,Logement,310.2720263350408,Expense
2026-01-11,Small Ceramic Tuna,Santé,81.77180744572415,Expense
2025-12-25,Generic Ceramic Fish,Shopping,74.22274365733034,Expense
2026-01-08,Handmade Concrete Pizza,Shopping,398.48625502954906,Expense
2025-12-19,Unbranded Steel Computer,Logement,142.3896081164651,Expense
2025-12-28,Frozen Gold Keyboard,Shopping,398.51951818395355,Expense
2025-12-22,Tasty Bronze Ball,Loisirs,186.84059474226672,Expense
2026-01-07,Modern Plastic Bike,Alimentation,71.01259819045488,Expense
2025-12-29,Gorgeous Metal Computer,Logement,351.0231535092542,Expense
2025-12-26,Modern Aluminum Pizza,Shopping,275.95092173387496,Expense
2025-12-22,Recycled Silk Cheese,Transport,379.70985725495893,Expense
2026-01-10,Sleek Marble Sausages,Salaire,251.3867490864446,Income
2026-01-09,Generic Ceramic Hat,Transport,395.65262466895257,Expense
2025-12-31,Rustic Rubber Towels,Logement,28.718273864215128,Expense
2025-12-28,Sleek Silk Soap,Shopping,483.3121944042391,Expense
2025-12-29,Soft Ceramic Shoes,Shopping,154.46593105446885,Expense
2025-12-19,Modern Wooden Ball,Transport,278.15935216668805,Expense
2025-12-17,Fantastic Metal Mouse,Santé,321.6726797530429,Expense
2025-12-29,Modern Granite Ball,Alimentation,278.03139802689674,Expense
2025-12-27,Fantastic Ceramic Shoes,Alimentation,411.7409645958679,Expense
2026-01-01,Fantastic Metal Mouse,Santé,210.15811585598868,Expense
2026-01-08,Gorgeous Steel Mouse,Salaire,365.72655208543165,Income
2025-12-23,Luxurious Rubber Ball,Salaire,123.8189349584206,Income
2025-12-22,Luxurious Plastic Computer,Shopping,57.71487428727509,Expense
2026-01-05,Electronic Marble Shirt,Alimentation,200.07708528025523,Expense
2026-01-01,Elegant Wooden Bike,Shopping,193.6330117140362,Expense
2025-12-20,Awesome Cotton Towels,Logement,486.07607913726605,Expense
2026-01-03,Electronic Bronze Ball,Loisirs,478.53801408346743,Expense
2025-12-29,Tasty Marble Car,Shopping,498.3200075611643,Expense
2026-01-01,Tasty Aluminum Table,Shopping,379.6796745615853,Expense
2025-12-29,Awesome Marble Bike,Logement,296.5118083304728,Expense
2025-12-25,Modern Plastic Gloves,Transport,245.8196496486523,Expense
2026-01-12,Luxurious Aluminum Pizza,Loisirs,385.41108587069573,Expense
2026-01-07,Incredible Gold Cheese,Loisirs,210.97295392004088,Expense
2025-12-29,Modern Concrete Hat,Alimentation,37.03326277140803,Expense
2025-12-22,Handcrafted Marble Soap,Santé,370.70217796586724,Expense
2026-01-06,Fresh Steel Bike,Santé,380.64880756988265,Expense
2025-12-15,Oriental Granite Chair,Logement,40.834736605840405,Expense
2025-12-16,Small Bamboo Fish,Freelance,273.11294120708874,Income
2026-01-11,Recycled Concrete Gloves,Santé,367.5918793419719,Expense
2026-01-06,Oriental Marble Soap,Shopping,144.97548985379296,Expense
2025-12-31,Licensed Bronze Sausages,Transport,115.12518569830053,Expense
2026-01-07,Licensed Bamboo Towels,Shopping,45.47745723008192,Expense
2025-12-23,Elegant Rubber Car,Shopping,400.13149551303286,Expense
2026-01-05,Fantastic Bronze Towels,Shopping,429.1069916261897,Expense
2026-01-07,Modern Cotton Sausages,Loisirs,266.7006679671484,Expense
2025-12-26,Incredible Gold Hat,Loisirs,340.5528929369626,Expense
2025-12-26,Fantastic Bamboo Chips,Shopping,461.7649352158114,Expense
2026-01-13,Awesome Silk Tuna,Shopping,93.14320778079087,Expense
2025-12-30,Electronic Metal Shirt,Alimentation,375.64449658748356,Expense
2025-12-16,Licensed Granite Hat,Shopping,117.33528067984341,Expense
2026-01-12,Intelligent Marble Towels,Shopping,426.99699357341285,Expense
2025-12-25,Rustic Wooden Shirt,Shopping,394.5443889926613,Expense
2026-01-05,Frozen Aluminum Mouse,Logement,82.33251263449947,Expense
2025-12-18,Awesome Wooden Computer,Salaire,417.71328768027087,Income
2025-12-31,Sleek Ceramic Computer,Loisirs,449.7892952329318,Expense
2025-12-24,Fantastic Metal Computer,Logement,455.0900863658689,Expense
2025-12-19,Awesome Granite Towels,Alimentation,410.94164043980817,Expense
2026-01-03,Ergonomic Bamboo Sausages,Salaire,150.03966667774418,Income
2026-01-08,Sleek Wooden Mouse,Logement,175.85171066231916,Expense
2026-01-06,Sleek Aluminum Shoes,Loisirs,489.9971656352924,Expense
2025-12-24,Practical Rubber Chicken,Logement,171.16089300296437,Expense
2025-12-30,Gorgeous Bamboo Pizza,Logement,241.23628293038087,Expense
2026-01-08,Handmade Bamboo Salad,Freelance,301.3804967511454,Income
2025-12-29,Ergonomic Concrete Pants,Loisirs,407.32254640222226,Expense
2025-12-19,Gorgeous Bamboo Hat,Shopping,431.39414873893,Expense
2025-12-17,Fresh Marble Keyboard,Logement,299.8697733049642,Expense
2025-12-28,Rustic Granite Ball,Loisirs,196.87957113192587,Expense
2025-12-26,Tasty Rubber Shoes,Loisirs,224.67757445891527,Expense
2026-01-05,Fresh Bamboo Chair,Transport,385.0882769579825,Expense
2025-12-15,Electronic Bronze Chips,Santé,55.33082272586557,Expense
2025-12-31,Oriental Granite Computer,Santé,37.5921117272411,Expense
2025-12-22,Incredible Bamboo Tuna,Freelance,297.073611859354,Income
2026-01-02,Sleek Silk Mouse,Loisirs,167.09296071062346,Expense
2026-01-07,Incredible Aluminum Chicken,Alimentation,20.937227160137397,Expense
2026-01-10,Tasty Metal Chair,Santé,191.9422435717938,Expense
2025-12-18,Modern Steel Keyboard,Transport,390.89503992755544,Expense
2026-01-13,Intelligent Cotton Soap,Santé,166.9026440798921,Expense
2026-01-12,Fantastic Concrete Hat,Salaire,67.23579525273638,Income
2025-12-28,Rustic Plastic Mouse,Santé,134.23731280404826,Expense
2026-01-03,Luxurious Concrete Salad,Salaire,21.836018946481346,Income
2025-12-16,Handcrafted Rubber Cheese,Shopping,204.65107030446205,Expense
2025-12-29,Fresh Granite Bike,Freelance,438.2193291597913,Income
2025-12-30,Luxurious Plastic Towels,Transport,492.4525274292179,Expense
2025-12-21,Generic Marble Hat,Alimentation,344.64331422313484,Expense
2025-12-20,Handcrafted Wooden Fish,Shopping,110.15902942702333,Expense
2025-12-16,Soft Aluminum Ball,Freelance,50.623224130456514,Income
2025-12-21,Handcrafted Plastic Computer,Transport,377.59553879845026,Expense
2025-12-30,Ergonomic Bamboo Chair,Loisirs,320.1228224523336,Expense
2026-01-10,Bespoke Marble Towels,Santé,464.13785433542284,Expense
2025-12-24,Intelligent Wooden Sausages,Santé,39.128903180821,Expense
2026-01-09,Recycled Silk Chicken,Salaire,78.87929175805307,Income
2025-12-18,Bespoke Marble Pants,Transport,340.32161415130855,Expense
2025-12-16,Elegant Wooden Cheese,Loisirs,480.84260048120274,Expense
2025-12-20,Electronic Wooden Fish,Alimentation,15.35623493940378,Expense
2026-01-08,Incredible Bronze Chips,Transport,172.97527610441938,Expense
2025-12-19,Bespoke Metal Fish,Alimentation,498.78839102981436,Expense
2025-12-29,Intelligent Concrete Gloves,Shopping,202.9444479272273,Expense
2026-01-01,Small Metal Soap,Salaire,187.75174351569456,Income
2025-12-28,Generic Marble Tuna,Shopping,457.1068581414043,Expense
2026-01-11,Bespoke Marble Cheese,Loisirs,186.08889065757185,Expense
2025-12-21,Soft Silk Towels,Transport,57.205730227366274,Expense
2025-12-26,Soft Cotton Keyboard,Shopping,475.03007986670616,Expense
2026-01-02,Incredible Concrete Sausages,Logement,165.0912485365756,Expense
2026-01-04,Generic Marble Shoes,Loisirs,210.1226833732675,Expense
2025-12-23,Unbranded Bamboo Sausages,Logement,283.8543145870678,Expense
2026-01-09,Fresh Metal Cheese,Logement,103.3617007674859,Expense
2025-12-30,Fresh Bamboo Chicken,Logement,207.21183891097203,Expense
2026-01-01,Elegant Ceramic Table,Alimentation,396.29959435804125,Expense
2025-12-24,Bespoke Aluminum Car,Shopping,299.658595180236,Expense
2025-12-22,Elegant Wooden Salad,Loisirs,172.76351356282416,Expense
2026-01-01,Refined Aluminum Computer,Transport,435.2866335686902,Expense
2025-12-21,Sleek Wooden Tuna,Freelance,198.25833658101823,Income
2026-01-06,Frozen Marble Gloves,Santé,153.00452913365365,Expense
2026-01-02,Gorgeous Cotton Computer,Salaire,95.47141532532204,Income
2025-12-22,Elegant Steel Bacon,Transport,242.06340397921488,Expense
2025-12-18,Bespoke Steel Ball,Santé,25.667780290908304,Expense
2025-12-18,Modern Marble Chicken,Freelance,238.5171558419378,Income
2026-01-05,Electronic Wooden Shoes,Loisirs,305.0109426952151,Expense
2026-01-11,Sleek Ceramic Car,Freelance,457.1380888646512,Income
2025-12-30,Awesome Granite Keyboard,Shopping,50.40840705231566,Expense
2025-12-23,Tasty Granite Tuna,Transport,322.4771671762994,Expense
2025-12-20,Oriental Plastic Soap,Santé,376.00905634734323,Expense
2026-01-04,Intelligent Wooden Fish,Freelance,127.32380599439783,Income
2026-01-05,Ergonomic Bronze Towels,Freelance,72.39934748421443,Income
2026-01-08,Bespoke Plastic Sausages,Shopping,423.3656005929047,Expense
2026-01-07,Tasty Metal Shoes,Freelance,91.4851227584357,Income
2025-12-18,Rustic Ceramic Sausages,Salaire,333.67664818582756,Income
2026-01-07,Tasty Ceramic Table,Santé,79.09894001568512,Expense
2025-12-24,Unbranded Bamboo Shirt,Alimentation,387.73028015917436,Expense
2025-12-23,Soft Cotton Ball,Loisirs,195.80961055574076,Expense
2025-12-18,Awesome Silk Shirt,Shopping,311.47506797508316,Expense
2025-12-22,Intelligent Marble Computer,Transport,246.42134448464824,Expense
2026-01-03,Awesome Steel Gloves,Logement,164.70365845492105,Expense
2025-12-22,Intelligent Cotton Mouse,Santé,427.08428116711343,Expense
2025-12-31,Tasty Cotton Bacon,Salaire,121.09668527449728,Income
2026-01-12,Handmade Rubber Towels,Loisirs,85.4678390766615,Expense
2025-12-17,Small Rubber Chips,Loisirs,389.19278785713,Expense
2025-12-30,Sleek Wooden Shoes,Logement,254.9266650098832,Expense
2025-12-29,Awesome Marble Computer,Freelance,114.28762084807342,Income
2025-12-25,Recycled Steel Chair,Shopping,98.59408690540131,Expense
2025-12-28,Electronic Granite Tuna,Loisirs,465.88887860390474,Expense
2025-12-18,Recycled Concrete Sausages,Freelance,192.03959582163696,Income
2025-12-29,Intelligent Gold Bike,Logement,188.7426627686612,Expense
2026-01-01,Electronic Granite Chips,Salaire,449.4045451595053,Income
2026-01-04,Soft Ceramic Shirt,Shopping,357.1485732932875,Expense
2026-01-02,Elegant Steel Hat,Transport,63.71480455650522,Expense
2025-12-22,Frozen Silk Shirt,Shopping,313.7795817558501,Expense
2026-01-04,Generic Ceramic Pants,Alimentation,370.10935465291345,Expense
2026-01-07,Elegant Concrete Car,Logement,339.71630891646964,Expense
2026-01-01,Electronic Granite Tuna,Shopping,243.6932953288417,Expense
2026-01-01,Ergonomic Granite Shoes,Transport,432.0391600076146,Expense
2025-12-15,Gorgeous Ceramic Salad,Transport,77.62595313211807,Expense
2026-01-13,Rustic Concrete Pizza,Transport,65.69571995445438,Expense
2025-12-19,Luxurious Gold Fish,Transport,258.68210703729426,Expense
2025-12-31,Intelligent Wooden Hat,Loisirs,447.0388256636774,Expense
2025-12-25,Sleek Rubber Bacon,Logement,301.4274328638564,Expense
2025-12-15,Tasty Rubber Car,Salaire,174.5844767381334,Income
2025-12-31,Small Aluminum Pizza,Shopping,144.6810800480868,Expense
2026-01-02,Ergonomic Cotton Computer,Salaire,45.33068161309274,Income
2025-12-20,Fresh Steel Soap,Logement,107.26988914233154,Expense
2025-12-17,Oriental Metal Mouse,Freelance,12.859562134951817,Income
2025-12-24,Recycled Bamboo Fish,Shopping,242.57249010422345,Expense
2025-12-27,Ergonomic Granite Shoes,Shopping,328.87253671655657,Expense
2025-12-24,Awesome Bronze Chair,Loisirs,18.93537884496624,Expense
2026-01-06,Fresh Gold Hat,Alimentation,476.8704719345789,Expense
2025-12-21,Soft Wooden Ball,Loisirs,328.2808219806181,Expense
2026-01-08,Handcrafted Aluminum Salad,Santé,99.12088130087851,Expense
2026-01-09,Incredible Wooden Gloves,Logement,492.69858807477345,Expense
2025-12-22,Elegant Bronze Sausages,Shopping,176.60077044501588,Expense
2026-01-02,Licensed Bronze Keyboard,Loisirs,265.79130687273073,Expense
2025-12-29,Soft Aluminum Table,Loisirs,107.87853713722828,Expense
2025-12-27,Intelligent Concrete Sausages,Alimentation,372.7901557726446,Expense
2025-12-31,Small Steel Chicken,Alimentation,265.76629628768444,Expense
2025-12-21,Generic Granite Shirt,Salaire,286.84400049191004,Income
2026-01-07,Bespoke Marble Pants,Shopping,323.67450303319987,Expense
2025-12-30,Unbranded Marble Chips,Transport,339.9877930101984,Expense
2026-01-13,Incredible Gold Bike,Alimentation,74.61369136122892,Expense
2025-12-24,Fantastic Granite Keyboard,Freelance,147.9144742218237,Income
2025-12-28,Handcrafted Bamboo Ball,Alimentation,355.63889131252137,Expense
2025-12-30,Refined Aluminum Hat,Alimentation,223.01295254744426,Expense
2025-12-24,Unbranded Plastic Ball,Alimentation,177.02477610599718,Expense
2025-12-19,Handcrafted Concrete Chips,Loisirs,270.1965525005376,Expense
2025-12-21,Generic Steel Fish,Transport,314.3610544537907,Expense
2025-12-15,Luxurious Aluminum Mouse,Freelance,455.5569526942069,Income
2025-12-17,Generic Gold Pizza,Salaire,188.21316210567198,Income
2026-01-12,Bespoke Steel Tuna,Transport,47.38869838375175,Expense
2025-12-30,Electronic Bronze Bike,Freelance,44.48283877243372,Income
2026-01-10,Fresh Ceramic Computer,Freelance,362.3543667830209,Income
2026-01-05,Small Granite Tuna,Salaire,250.03015866617585,Income
2026-01-05,Awesome Aluminum Mouse,Loisirs,184.21368563257292,Expense
2025-12-30,Fresh Bronze Salad,Alimentation,220.40472455807665,Expense
2025-12-29,Sleek Metal Cheese,Freelance,277.15599052684956,Income
2025-12-24,Practical Aluminum Mouse,Salaire,375.8874532333912,Income
2026-01-09,Intelligent Cotton Chicken,Freelance,315.1389792044365,Income
2026-01-11,Handcrafted Steel Soap,Loisirs,118.96332009100894,Expense
2026-01-11,Ergonomic Granite Bike,Shopping,186.1768836253238,Expense
2026-01-10,Refined Wooden Shirt,Logement,395.17156847196463,Expense
2025-12-22,Sleek Bronze Sausages,Shopping,102.76009762975468,Expense
2026-01-03,Sleek Cotton Car,Shopping,255.6873739646738,Expense
2025-12-17,Oriental Wooden Pizza,Loisirs,262.10414614894034,Expense
2025-12-22,Oriental Gold Ball,Salaire,241.73688007078306,Income
2025-12-29,Unbranded Silk Cheese,Shopping,431.080870318155,Expense
2025-12-20,Handcrafted Silk Bike,Logement,169.58969138521283,Expense
2026-01-09,Generic Plastic Table,Transport,10.614573794486738,Expense
2025-12-15,Soft Rubber Hat,Santé,246.40342499793633,Expense
2025-12-30,Gorgeous Rubber Chips,Alimentation,479.9694878036935,Expense
2025-12-19,Oriental Granite Ball,Freelance,322.6750164537917,Income
2025-12-26,Small Rubber Gloves,Salaire,407.49969149700763,Income
2025-12-28,Frozen Silk Fish,Logement,357.54336783620624,Expense
2026-01-02,Handmade Marble Sausages,Loisirs,360.2800668561316,Expense
2026-01-02,Recycled Marble Gloves,Loisirs,94.71752975794304,Expense
2025-12-18,Incredible Metal Mouse,Salaire,50.57141458458742,Income
2025-12-25,Handcrafted Plastic Soap,Transport,425.2595059492671,Expense
2025-12-18,Ergonomic Concrete Chicken,Santé,339.342067562908,Expense
2026-01-04,Small Bronze Mouse,Loisirs,17.409716055741836,Expense
2025-12-15,Oriental Wooden Towels,Alimentation,414.1069722099781,Expense
2025-12-30,Small Plastic Mouse,Salaire,131.7164228916261,Income
2025-12-16,Tasty Plastic Mouse,Logement,48.406140615002755,Expense
2026-01-06,Electronic Steel Bacon,Santé,224.0543134135498,Expense
2025-12-25,Practical Granite Tuna,Shopping,351.56833704344774,Expense
2025-12-29,Practical Wooden Shoes,Salaire,494.46834320695507,Income
2026-01-02,Refined Bamboo Towels,Transport,14.943553065797921,Expense
2026-01-10,Luxurious Granite Fish,Salaire,32.34671672619165,Income
2026-01-07,Incredible Ceramic Soap,Freelance,47.42875958650082,Income
2026-01-11,Fresh Steel Sausages,Alimentation,140.7913609354939,Expense
2026-01-04,Modern Granite Hat,Alimentation,413.5525810223107,Expense
2025-12-29,Soft Marble Keyboard,Freelance,417.47605524325706,Income
2025-12-22,Incredible Rubber Keyboard,Alimentation,420.7221247146083,Expense
2025-12-22,Unbranded Bamboo Hat,Santé,73.9184800152257,Expense
2026-01-12,Handcrafted Marble Hat,Santé,467.6432239292076,Expense
2026-01-13,Elegant Marble Fish,Transport,176.27522085412124,Expense
2025-12-27,Practical Plastic Bike,Transport,219.76459982558632,Expense
2025-12-17,Handmade Concrete Keyboard,Loisirs,422.8521217969824,Expense
2026-01-08,Oriental Aluminum Tuna,Loisirs,194.0599677203229,Expense
2026-01-06,Awesome Ceramic Cheese,Freelance,128.1664498467249,Income
2025-12-16,Rustic Plastic Keyboard,Freelance,480.7999390467634,Income
2025-12-18,Handcrafted Rubber Salad,Transport,431.83317011398344,Expense
2026-01-12,Refined Aluminum Ball,Alimentation,264.83386036183526,Expense
2026-01-05,Soft Rubber Bacon,Santé,307.56071826472765,Expense
2026-01-10,Bespoke Concrete Towels,Freelance,172.28050609475957,Income
2025-12-25,Refined Ceramic Sausages,Transport,200.79963925350336,Expense
2026-01-03,Sleek Concrete Pants,Freelance,320.8128596953846,Income
2026-01-06,Fantastic Cotton Car,Logement,164.15002609171174,Expense
2025-12-20,Bespoke Ceramic Salad,Alimentation,291.9498428953497,Expense
2025-12-19,Small Rubber Keyboard,Shopping,35.44124222626293,Expense
2025-12-28,Licensed Granite Bike,Santé,83.11218726386937,Expense
2025-12-31,Fresh Steel Chips,Logement,69.09553497533521,Expense
2025-12-23,Handcrafted Granite Salad,Salaire,231.11092007202927,Income
2026-01-05,Practical Bronze Hat,Santé,63.344034184100714,Expense
2025-12-18,Handcrafted Marble Shoes,Alimentation,470.662650007908,Expense
2025-12-21,Ergonomic Granite Hat,Transport,235.66762376928153,Expense
2025-12-15,Elegant Wooden Pants,Freelance,71.00081666760713,Income
2026-01-05,Handcrafted Plastic Car,Santé,349.9513738649842,Expense
2025-12-23,Incredible Aluminum Hat,Santé,247.74132892228704,Expense
2025-12-18,Handcrafted Metal Chips,Loisirs,473.56398781785884,Expense
2025-12-27,Fresh Gold Gloves,Transport,294.0351458305331,Expense
2025-12-18,Tasty Aluminum Fish,Shopping,343.29100083053265,Expense
2025-12-26,Generic Marble Hat,Loisirs,105.87614935847462,Expense
2026-01-02,Fresh Ceramic Towels,Loisirs,104.22844373081156,Expense
2025-12-16,Gorgeous Rubber Computer,Shopping,25.8957196384116,Expense
2026-01-09,Soft Ceramic Hat,Transport,92.3950570501897,Expense
2026-01-04,Fresh Ceramic Chicken,Loisirs,74.81245305524342,Expense
2025-12-22,Oriental Silk Soap,Shopping,328.91623887121585,Expense
2025-12-20,Awesome Plastic Salad,Santé,11.78405229356135,Expense
2026-01-08,Intelligent Granite Towels,Transport,191.6536065637448,Expense
2026-01-06,Fantastic Bronze Shirt,Shopping,473.47724932069366,Expense
2026-01-01,Ergonomic Silk Computer,Freelance,424.2783288354949,Income
2025-12-23,Electronic Steel Table,Alimentation,490.47770620512165,Expense
